                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     67,                0.67142,                0.52361,                 0.9979,                 0.8645,                0.83271,                0.87026,                0.68668,                 0.8216,                0.60799,                 1.0985,             0.00032406,             0.00032406,             0.00032406
                     68,                0.66672,                0.53068,                0.99831,                 0.8818,                0.81974,                0.86759,                0.68514,                0.82549,                0.60796,                 1.1059,             0.00031506,             0.00031506,             0.00031506
                     69,                 0.6637,                0.51975,                 1.0006,                0.85342,                0.83624,                0.87342,                0.68919,                0.82386,                0.61977,                 1.1108,             0.00030606,             0.00030606,             0.00030606
                     70,                0.65579,                0.51844,                0.99795,                0.85743,                0.83414,                 0.8713,                0.68693,                0.81756,                0.60895,                 1.0987,             0.00029706,             0.00029706,             0.00029706
                     71,                0.65059,                0.50916,                0.99072,                  0.857,                0.82624,                 0.8658,                0.68539,                 0.8132,                0.62504,                  1.093,             0.00028806,             0.00028806,             0.00028806
                     72,                0.64514,                0.50317,                0.98933,                0.88315,                0.82094,                0.86974,                0.69045,                0.80938,                0.61361,                  1.091,             0.00027906,             0.00027906,             0.00027906
                     73,                0.64212,                0.50113,                0.99111,                  0.865,                0.83484,                 0.8661,                0.68775,                 0.8257,                0.62523,                 1.1122,             0.00027006,             0.00027006,             0.00027006
                     74,                 0.6384,                0.49929,                0.98294,                0.87721,                0.81747,                 0.8658,                0.68951,                0.82918,                0.60649,                 1.1179,             0.00026106,             0.00026106,             0.00026106
                     75,                0.63228,                0.49484,                0.98619,                0.88931,                0.81048,                0.86704,                0.68965,                0.81788,                 0.6168,                 1.0971,             0.00025207,             0.00025207,             0.00025207
                     76,                0.62578,                0.48748,                0.98072,                0.87763,                 0.8195,                0.86499,                0.69182,                0.81237,                0.61286,                 1.1007,             0.00024307,             0.00024307,             0.00024307
                     77,                0.62083,                0.48488,                0.98339,                0.88188,                0.81425,                0.86605,                0.69199,                0.81494,                0.60451,                 1.1026,             0.00023407,             0.00023407,             0.00023407
                     78,                0.61877,                0.47897,                0.97849,                0.87313,                0.81635,                0.86499,                0.68937,                0.80673,                0.61361,                 1.0877,             0.00022507,             0.00022507,             0.00022507
                     79,                0.61046,                0.47014,                0.97394,                0.88567,                 0.8168,                0.86443,                0.69035,                0.81073,                 0.6039,                 1.1012,             0.00021607,             0.00021607,             0.00021607
                     80,                0.61044,                0.47185,                0.97646,                0.86452,                0.83074,                0.87015,                0.69387,                0.80841,                0.60055,                 1.1027,             0.00020707,             0.00020707,             0.00020707
                     81,                0.60773,                0.45952,                0.97145,                0.87224,                0.82295,                0.86657,                 0.6878,                0.81314,                0.60612,                 1.1064,             0.00019807,             0.00019807,             0.00019807
                     82,                0.60399,                0.46205,                0.97042,                0.86509,                 0.8312,                0.86464,                0.69014,                0.81048,                0.61596,                 1.1109,             0.00018907,             0.00018907,             0.00018907
