                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     54,                0.73204,                0.59694,                 1.0337,                0.84774,                0.81725,                0.85703,                0.66128,                0.86408,                0.65109,                 1.1139,             0.00044105,             0.00044105,             0.00044105
                     55,                0.73833,                0.59289,                 1.0344,                 0.8711,                0.80581,                 0.8644,                  0.669,                0.85694,                0.65026,                 1.1066,             0.00043205,             0.00043205,             0.00043205
                     56,                0.72201,                0.59296,                 1.0263,                0.87669,                 0.8089,                0.86783,                0.67279,                 0.8473,                0.65156,                 1.1225,             0.00042305,             0.00042305,             0.00042305
                     57,                0.72564,                0.58895,                 1.0307,                0.86392,                0.81167,                0.86478,                0.67844,                0.83734,                0.64531,                 1.0973,             0.00041405,             0.00041405,             0.00041405
                     58,                0.71464,                0.57715,                 1.0239,                0.86683,                0.82413,                0.87026,                 0.6737,                0.85673,                0.64129,                 1.1104,             0.00040505,             0.00040505,             0.00040505
                     59,                0.71656,                0.58006,                 1.0243,                0.85637,                0.82963,                0.86518,                0.67172,                0.83386,                0.63493,                 1.1015,             0.00039605,             0.00039605,             0.00039605
                     60,                0.71184,                0.57407,                  1.023,                0.87551,                0.79907,                0.86149,                0.66931,                0.84376,                0.65006,                  1.111,             0.00038705,             0.00038705,             0.00038705
                     61,                0.69395,                0.55983,                 1.0167,                0.86268,                0.81541,                0.86778,                0.67979,                0.84465,                 0.6423,                 1.1042,             0.00037805,             0.00037805,             0.00037805
                     62,                0.69483,                0.55711,                 1.0138,                0.87676,                0.81416,                0.86718,                 0.6761,                0.85011,                0.63879,                 1.1226,             0.00036905,             0.00036905,             0.00036905
                     63,                0.69531,                0.55295,                 1.0126,                0.85991,                 0.8231,                0.86891,                0.67947,                0.83187,                0.63504,                 1.0989,             0.00036005,             0.00036005,             0.00036005
