                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     88,                 0.5749,                 0.4344,                0.96935,                0.88642,                0.87291,                0.90063,                0.72381,                0.80358,                0.60693,                 1.1113,             0.00013508,             0.00013508,             0.00013508
                     89,                0.57426,                0.43341,                0.96759,                0.89762,                0.86729,                0.89535,                0.72047,                0.81025,                0.62324,                 1.1243,             0.00012608,             0.00012608,             0.00012608
                     90,                0.56339,                0.42531,                0.96166,                0.89542,                 0.8667,                0.89547,                0.71959,                0.80936,                0.61482,                 1.1273,             0.00011708,             0.00011708,             0.00011708
                     91,                0.50637,                0.33033,                0.92228,                0.88304,                0.87181,                0.89489,                0.71856,                0.80834,                0.61843,                 1.1245,             0.00010808,             0.00010808,             0.00010808
                     92,                0.49515,                0.32221,                0.91696,                0.88417,                0.87204,                0.89312,                0.71608,                0.80915,                0.62873,                 1.1245,             9.9081e-05,             9.9081e-05,             9.9081e-05
                     93,                0.48488,                0.31561,                0.91073,                0.88902,                0.86865,                0.89668,                0.72132,                0.80938,                0.61725,                 1.1252,             9.0082e-05,             9.0082e-05,             9.0082e-05
                     94,                0.48415,                0.31142,                0.90899,                0.87571,                0.88077,                0.89731,                0.72187,                0.79966,                0.61545,                  1.118,             8.1083e-05,             8.1083e-05,             8.1083e-05
                     95,                0.47265,                 0.3061,                0.90502,                0.87781,                0.87178,                0.89513,                0.72317,                0.79206,                0.61913,                 1.1128,             7.2084e-05,             7.2084e-05,             7.2084e-05
                     96,                0.46949,                0.30133,                0.90317,                0.88476,                0.86839,                0.89712,                0.72578,                0.79702,                0.62278,                 1.1216,             6.3085e-05,             6.3085e-05,             6.3085e-05
                     97,                0.46389,                0.30198,                0.90036,                0.88162,                0.87658,                0.89552,                0.72467,                0.79847,                0.61472,                 1.1246,             5.4086e-05,             5.4086e-05,             5.4086e-05
                     98,                0.46049,                0.29753,                0.90067,                0.88269,                0.86809,                0.89372,                0.72713,                0.79377,                0.61701,                 1.1267,             4.5086e-05,             4.5086e-05,             4.5086e-05
                     99,                0.45556,                0.29435,                0.89845,                0.88239,                0.87535,                0.89759,                0.72859,                  0.787,                 0.6204,                 1.1175,             3.6087e-05,             3.6087e-05,             3.6087e-05
                    100,                0.44837,                0.28622,                0.89374,                0.88092,                0.87058,                 0.8969,                0.72802,                0.78337,                0.62303,                 1.1124,             2.7088e-05,             2.7088e-05,             2.7088e-05
